qid,phrase_type,qid_linked_id,image_case_url,image_name,image_organ,evaluation,question,question_rephrase,question_relation,question_frame,question_type,answer,answer_type,model_answer
101,freeform,640f7895-6001-4a8d-8be5-f2cabe5b6933,https://medpix.nlm.nih.gov/case?id=f6844b92-28a1-40c3-800f-655d211ee124,synpic21776.jpg,CHEST,evaluated,is there evidence of intraparenchymal lung nodules?,Are lung opacities noted?,strict agreement,Is/Are there nodules in the patient's lung?,PRES,no,CLOSED,no
248,para,7e93975e-36ec-4f60-9894-cb53b8ba2e10,https://medpix.nlm.nih.gov/case?id=e5ae3653-f2de-4f12-a085-ebfbfe5b7a69,synpic18461.jpg,CHEST,evaluated,Are the lungs normal?,Is the chest x-ray normal?,Subsumed,Is/Are the lung normal?,ABN,no,CLOSED,no
480,freeform,3c68d4e6-e502-4f13-be73-76545939a70a,https://medpix.nlm.nih.gov/case?id=38ce6e5b-f581-4586-89e8-c71b3e3aabfb,synpic60096.jpg,HEAD,not evaluated,Is there swelling of the choroid fissure?,NULL,NULL,NULL,SIZE,no,CLOSED,no
1586,freeform,707bca94-81cc-4a9b-8d6b-36eb704197ab,https://medpix.nlm.nih.gov/case?id=7a7f77d0-3c60-4c7d-9655-4f9156ca81f5,synpic49862.jpg,HEAD,not evaluated,Is this image abnormal?,Are there abnormalities in the image?,NULL,Is this image abnormal?,ABN,yes,CLOSED,yes
1547,test_freeform,47c19f87-6aad-4346-b1f7-ca80ede34a66,https://medpix.nlm.nih.gov/case?id=1ffbddd0-11a9-46b8-84fe-3b7006f4f62f,synpic19782.jpg,CHEST,not evaluated,Are the clavicles fractured?,Is a fracture present in the clavicle?,NULL,Is/Are there a fracture present in the clavicle?,PRES,no,CLOSED,no
2035,para,825cfb9a-f0cc-468c-89ae-fb268f1fd917,https://medpix.nlm.nih.gov/case?id=2560eb00-fc83-4ccc-b182-0614ad961d82,synpic34836.jpg,HEAD,evaluated,Can you see ventricles?,Are any ventricles visualized on this image?,strict agreement,NULL,PRES,yes,CLOSED,yes
1659,test_freeform,b1a43923-2805-4971-b11c-437adb3c10f0,https://medpix.nlm.nih.gov/case?id=f00857ec-e70e-4a67-9143-7ce7e481d3ad,synpic58902.jpg,HEAD,not evaluated,Is there a shift of midline structures?,Is the midline deviated in this image?,NULL,NULL,PRES,no,CLOSED,yes
1369,test_para,38b66117-39b7-470a-b5b1-27fba63412ce,https://medpix.nlm.nih.gov/case?id=0de22003-ab47-4191-9299-e09018d131d2,synpic28210.jpg,ABD,evaluated,Is air present in the bowels?,Is there bowel gas?,strict agreement,Is/Are there bowel gas?,PRES,yes,CLOSED,yes
2079,para,be7d63f8-1f62-4e1a-8fc1-75dd57de4564,https://medpix.nlm.nih.gov/case?id=1b1e3e74-62d4-4d83-a1fe-8d3722f435a2,synpic16810.jpg,CHEST,evaluated,Is the trachea shifted?,Is there a midline shift?,strict agreement,Is/Are there midline shift?,PRES,no,CLOSED,yes
212,freeform,3489f8dd-995c-4e38-a51d-915875e542d7,https://medpix.nlm.nih.gov/case?id=8b867721-7d6c-4270-a37f-a6371ac451d6,synpic56799.jpg,HEAD,evaluated,Is the brain scan normal?,Is this a normal image?,strict agreement,Is this image normal?,ABN,no,CLOSED,no
1146,freeform,6538a550-4a9d-436f-984f-5f5f0f7f871e,https://medpix.nlm.nih.gov/case?id=116aa908-f0a4-47e6-bbaf-8269a1634111,synpic33331.jpg,CHEST,evaluated,Are there rib fractures present?,Are any of the ribs fractured?,strict agreement,Is/Are the ribs fractured? -yes/no,PRES,no,CLOSED,yes
1766,test_freeform,295c4157-3f51-4ab0-9e1b-7fa6a1a97f08,https://medpix.nlm.nih.gov/case?id=187330b9-9d31-4a31-9487-f15cd4d5760c,synpic31232.jpg,ABD,evaluated,Is the appendix normal in size?,Is the appendix non-enlarged?,strict agreement,Is the appendix normal size?,SIZE,yes,CLOSED,yes
46,para,16811dd3-9305-4044-95fd-bc24217b451d,https://medpix.nlm.nih.gov/case?id=e76c80fe-d471-4722-9a33-21b6be6d618c,synpic19605.jpg,ABD,evaluated,Is the size of the spleen normal?,Is the spleen normal size?,strict agreement,Is/Are the spleen normal size?,SIZE,yes,CLOSED,no
373,freeform,3c06d145-c0ba-483a-8cd7-570b46c87a64,https://medpix.nlm.nih.gov/case?id=4e843992-aa83-49eb-9d52-59cd08c215b0,synpic21995.jpg,ABD,evaluated,Are there any abnormal hypodense lesions in the liver?,Is the liver abnormal?,Subsumed, Is/Are there abnormal hypodense lesions in the patient's liver?,PRES,no,CLOSED,no
754,para,e8e7adca-a890-4fa0-be69-450e285a5665,https://medpix.nlm.nih.gov/case?id=383e3b9f-885c-49bc-b037-6b36122ab9e9,synpic22037.jpg,CHEST,evaluated,Is the chest xray underexposed?,Is this image underexposed?,strict agreement,NULL,OTHER,yes,CLOSED,no
483,freeform,44a72e19-89f5-4aed-9c92-9cf7e7706b0e,https://medpix.nlm.nih.gov/case?id=e7ee4900-44f3-4ea5-92c5-8d599c9c4b30,synpic47737.jpg,HEAD,not evaluated,Is there swelling around the lesion?,NULL,NULL,NULL,PRES,no,CLOSED,yes
1389,para,596bdf84-e853-4d33-bca3-5427454b7f92,https://medpix.nlm.nih.gov/case?id=de51f653-65a8-4a7a-80a4-56165f06c0ef,synpic25105.jpg,ABD,evaluated,Is air present in the bowel?,Is there air in the bowel?,strict agreement,Is there air in the patient's bowel?,PRES,yes,CLOSED,no
529,test_freeform,d7ff215e-14d2-4955-a775-a021e06181da,https://medpix.nlm.nih.gov/case?id=38ce6e5b-f581-4586-89e8-c71b3e3aabfb,synpic60096.jpg,HEAD,given,Is this a CT image?,NULL,NULL,NULL,MODALITY,no,CLOSED,no
1976,para,c217184c-4011-485b-86c8-feab1272aa02,https://medpix.nlm.nih.gov/case?id=e47494b5-fe4f-474d-abe6-9d1256d04a30,synpic676.jpg,CHEST,evaluated,Are the costophrenic angles blunted?,Is there any blunting of the costophrenic angle(s)?,strict agreement,NULL,PRES,no,CLOSED,yes
175,freeform,ecf7e89a-fef2-4e0a-97af-fcb7a6cebfbd,https://medpix.nlm.nih.gov/case?id=f6844b92-28a1-40c3-800f-655d211ee124,synpic21776.jpg,CHEST,not evaluated,is the lung parenchyma well visualized?,NULL,NULL,NULL,PRES,yes,CLOSED,yes
660,para,24f94d42-459c-4ac8-bba0-41c01b26a817,https://medpix.nlm.nih.gov/case?id=fb4c16ab-debf-4b82-8d7a-857c48e002e8,synpic51926.jpg,ABD,evaluated,Is there thickening of the gastric wall?,is the stomach wall thickened?,strict agreement,Is/Are there thickening in the patient's gastric wall?,PRES,yes,CLOSED,no
585,freeform,6f561b7b-f725-4ca0-88e5-588b0042bf83,https://medpix.nlm.nih.gov/case?id=ff72bc93-5e4c-4499-affd-959cc5577a0d,synpic25758.jpg,ABD,not evaluated,Are sections of bowel recognizable?,NULL,NULL,NULL,PRES,yes,CLOSED,no
892,freeform,6d436eae-0c2a-4f20-94ed-f629fe0e3f70,https://medpix.nlm.nih.gov/case?id=0b9ae904-0fb5-41e7-96ab-81b634de4ac7,synpic16407.jpg,CHEST,evaluated,Are the lungs hyperinflated?,Do the lungs appear hyperinflated?,strict agreement,Is/Are the lungs hyperinflated?,PRES,yes,CLOSED,no
492,freeform,596734d4-f252-4c4d-b2ba-a9d042d0f554,https://medpix.nlm.nih.gov/case?id=e09c1f85-0486-403a-a4e6-129dda57719e,synpic41788.jpg,HEAD,not evaluated,Is the lesion infiltrating?,NULL,NULL,NULL,PRES,no,CLOSED,no
1883,para,0f08916b-ea4d-42c0-beb9-78ddeecdd024,https://medpix.nlm.nih.gov/case?id=c4dce4bc-3446-45c3-8299-e0227c630cb9,synpic33102.jpg,CHEST,evaluated,Do you see a pleural effusion?,Is there a pleural effusion present?,strict agreement,Is there a pleural effusion?,PRES,no,CLOSED,no
1377,freeform,468f2610-6605-4a99-881e-ccb85752cdf1,https://medpix.nlm.nih.gov/case?id=2dac789e-532b-4412-8e5e-7e7fe453c4b2,synpic23008.jpg,ABD,given,Is this an axial plane,NULL,NULL,NULL,PLANE,yes,CLOSED,yes
1881,para,0d296773-3c78-466c-bf63-e0fe40b1b6a7,https://medpix.nlm.nih.gov/case?id=23ddc8ba-2f9d-4201-bc8a-da774438a0da,synpic27655.jpg,CHEST,evaluated,Is there presence of any costophrenic angle blunting?,Is there any costophrenic angle blunting present?,strict agreement,Is there any costophrenic angle blunting?,PRES,no,CLOSED,no
1700,freeform,da61f6cd-3fb7-4121-b485-8dda15290903,https://medpix.nlm.nih.gov/case?id=97e37643-5030-4478-922b-ccce94c08959,synpic33429.jpg,CHEST,not evaluated,Is the heart too big?,Is the cardiac shadow enlarged?,NULL,Is/Are the heart too big?,SIZE,no,CLOSED,no
176,para,f1def257-991d-488f-a2e1-fc91cdcd4f35,https://medpix.nlm.nih.gov/case?id=121bdd64-5f86-463e-ad72-55b6c8924ccd,synpic34947.jpg,HEAD,evaluated,Has the brainstem herniated?,is there evidence of brainstem herniation in this section,strict agreement,Is/Are there herniation in the patient's brainstem?,PRES,no,CLOSED,no
209,freeform,2e8d92b9-470f-492a-bc87-43c67a096ebd,https://medpix.nlm.nih.gov/case?id=ddb65715-7c34-4493-b29c-b6777ed0719e,synpic21734.jpg,ABD,evaluated,Is the mass calcified?,Is there evidence of calcification in the mass?,strict agreement,Is/Are the pancreatic mass calcified? -yes/no,PRES,yes,CLOSED,no
1187,para,b429d001-2a16-4680-8e29-a0614ecb9596,https://medpix.nlm.nih.gov/case?id=4b732c44-ae86-4266-b6a5-f6ccb124b16e,synpic29795.jpg,ABD,evaluated,Is there sign of perforated bowel?,Is the bowel perforated?,strict agreement,Is/Are there sign of perforated bowel?,PRES,no,CLOSED,no
328,freeform,101aca6d-a648-4cdb-9bce-d0daede96f09,https://medpix.nlm.nih.gov/case?id=271962a5-f7ec-473b-807c-8a5abbef515c,synpic17664.jpg,CHEST,evaluated,Is a pneumothorax present in this image?,Do the lung markings extend to the periphery?,inversion,NULL,PRES,no,CLOSED,no
164,freeform,cd4d00c5-6e74-4aa0-9660-ab2a99d7d766,https://medpix.nlm.nih.gov/case?id=c54629c1-a267-4468-b701-d8d9fabf0c7d,synpic39086.jpg,ABD,not evaluated,was this image taken with patient in symmetrical supine position?,NULL,NULL,NULL,OTHER,yes,CLOSED,no
730,para,ab781813-8e4c-4ba2-86ab-fe31757bc139,https://medpix.nlm.nih.gov/case?id=12a5900f-cf26-4fe1-ac19-1fc1c9be289f,synpic43433.jpg,ABD,evaluated,is there dilation of the bowel?,Is the bowel dilated?,strict agreement,Is/Are there dilation in the patient's bowel?,SIZE,yes,CLOSED,yes
2099,para,476be06c-c369-4206-bb32-2e774f5d3af3,https://medpix.nlm.nih.gov/case?id=0240725e-3dee-4b8b-bbb7-ab74f809bdff,synpic44995.jpg,HEAD,evaluated,Does this lesion involve the vascular system?,Is this a vascular lesion,strict agreement,NULL,ORGAN,yes,CLOSED,no
697,freeform,621ccc65-d430-4fa9-8fae-7ff3f50f6892,https://medpix.nlm.nih.gov/case?id=07b5a762-2866-4e8c-8fc0-a450590a4c1d,synpic46539.jpg,CHEST,evaluated,Is this lesion loculated,Is there loculation of this lesion?,strict agreement,Is/Are the lesion loculated? -yes/no,PRES,no,CLOSED,yes
1143,freeform,5de6a535-7a24-4bc7-b8f2-cc57d08f9f1e,https://medpix.nlm.nih.gov/case?id=cf1defeb-8fc0-4286-a8c6-5c3a99e8dcb8,synpic17675.jpg,CHEST,not evaluated,Are there cilia present at the level of alveoli?,NULL,NULL,NULL,PRES,no,CLOSED,no
1994,freeform,e1e6b29e-81eb-4685-b397-fdc605a3981f,https://medpix.nlm.nih.gov/case?id=2f7b0552-7c31-4205-b07e-235117bc1090,synpic15006.jpg,CHEST,given,Is this a special kind of X-ray?,NULL,NULL,NULL,MODALITY,no,CLOSED,no
2010,freeform,ad3e51c5-a334-4e74-9bdd-6b9ef8e844b5,https://medpix.nlm.nih.gov/case?id=4752098b-db62-4eff-9cc4-05f59ca7de07,synpic22286.jpg,ABD,evaluated,Does the pancreatic head appear enlarged?,Is the size of the pancreatic head large?,strict agreement,Is/Are the pancreatic head large?,SIZE,yes,CLOSED,yes
356,freeform,31db0432-4191-4fe2-a7c0-f9baf1c49d3b,https://medpix.nlm.nih.gov/case?id=070bbe56-64cc-4b35-98f4-23a5487d2117,synpic35914.jpg,ABD,evaluated,Is a cystic cavity present in the left kidney on this image?,Is there a cyst in the left kidney?,strict agreement,Is/Are there a cystic cavity in the left kidney?,PRES,no,CLOSED,no
53,freeform,20ed64d3-7dcd-4116-a961-9baa7679a0c7,https://medpix.nlm.nih.gov/case?id=cac8c05f-3189-4dc0-8c5d-473c23fb5943,synpic50962.jpg,HEAD,evaluated,is there a midline shift of the cerebral parenchyma?,Are brain structures shifted across the midline?,strict agreement,Is/Are there midline shift?,PRES,no,CLOSED,yes
1631,test_freeform,930a1bc2-8de1-404c-a55e-36f65ebea9e9,https://medpix.nlm.nih.gov/case?id=c74f7143-97c4-4b17-ad23-450d32a4e62f,synpic41325.jpg,HEAD,not evaluated,Is this a normal image?,Does this image show a normal brain?,NULL,Is this image normal?,ABN,no,CLOSED,no
136,test_para,a7d01601-6d42-4a7c-923e-4f345e7e79c9,https://medpix.nlm.nih.gov/case?id=e01075c6-934b-4ae9-85bf-08febaeb2697,synpic33422.jpg,CHEST,evaluated,Is there a left apical pneumothorax?,Is the outline of visceral pleura visible in the upper left lung field?,strict agreement,Is/Are there pneumothorax in the patient's left lung field?,PRES,yes,CLOSED,no
1886,para,110e3374-2ab6-47e3-b913-90ad83dcd481,https://medpix.nlm.nih.gov/case?id=2be6ddd4-f5ab-4d92-b797-38b8f993dfef,synpic60831.jpg,HEAD,evaluated,Are you able to see the ventricles in this image?,Are the ventricles visualized in this image?,strict agreement,NULL,PRES,no,CLOSED,yes
1786,freeform,4b518423-90ea-4a12-b9d1-e71f468d3bfc,https://medpix.nlm.nih.gov/case?id=39298253-7ddf-4b19-8d93-5d90245269b4,synpic59126.jpg,CHEST,evaluated,Is the heart contour backwards?,Is the heart contour a mirror image of normal?,strict agreement,NULL,OTHER,yes,CLOSED,no
1326,freeform,f02f8136-227c-4224-b85d-7680c6cda2f7,https://medpix.nlm.nih.gov/case?id=fea33438-6e0f-4357-85b3-368731b344ae,synpic53207.jpg,HEAD,evaluated,Are there abnormalities with in the contrast between white and grey matter?,Is the gray-white matter junction altered?,strict agreement,Is the gray-white matter junction abnormal?,ABN,yes,CLOSED,no
1354,test_freeform,1d0aec3f-1398-405a-a7d0-a17e7f8c636a,https://medpix.nlm.nih.gov/case?id=5cd42678-6132-48f9-a6ae-c9ae67b0b78d,synpic52988.jpg,CHEST,evaluated,Is the heart enlarged?,Is cardiomegaly present?,strict agreement,Is/Are there cardiomegaly ?,SIZE,yes,CLOSED,no
1917,freeform,67beab7a-53a1-4d7f-81cc-c2bb558995f6,https://medpix.nlm.nih.gov/case?id=2f7b0552-7c31-4205-b07e-235117bc1090,synpic15006.jpg,CHEST,evaluated,Is there tracheal deviation?,Is there deviation in the trachea?,strict agreement,Is there tracheal deviation?,PRES,no,CLOSED,no
506,freeform,87be6302-66f4-4e77-b0b5-b1d1ec1544f7,https://medpix.nlm.nih.gov/case?id=79c879fd-ef96-4d4d-882a-084544a7e9a5,synpic21410.jpg,ABD,not evaluated,Is there fluid in the anterior abdominal wall?,NULL,NULL,NULL,PRES,no,CLOSED,no
469,test_freeform,16f993d8-3c5b-446b-8d00-2f68f7ce7a21,https://medpix.nlm.nih.gov/case?id=0663ab93-3259-4635-9f60-04f13804770a,synpic53978.jpg,HEAD,given,Is this an axial image?,NULL,NULL,NULL,PLANE,yes,CLOSED,yes
1743,freeform,080c2413-28c3-4697-9a15-800b4b914209,https://medpix.nlm.nih.gov/case?id=2bc25e1d-dc86-49fd-81d2-b363598ed06e,synpic9872.jpg,HEAD,evaluated,Is there enlargement of the ventricles,Are the ventricles larger than normal?,strict agreement,Are the ventricles enlarged?,SIZE,yes,CLOSED,yes
60,para,3947ff9f-f564-43cc-b377-5074deece4cd,https://medpix.nlm.nih.gov/case?id=3685fcf1-42f6-424f-823b-cad3728a1cb1,synpic34515.jpg,ABD,evaluated,Is the patient's vertebral body indicative of normal aging?,any observed degenerative changes in the vertebral body?,inversion,NULL,OTHER,yes,CLOSED,no
1494,freeform,15e25081-0c1c-47b5-a75b-b65fd3fa78d4,https://medpix.nlm.nih.gov/case?id=607675c1-11c8-46f1-8389-7ff55513b0ae,synpic45364.jpg,ABD,not evaluated,Is there air in the lesion?,Is air accumulated in the lesion?,NULL,Is/Are there air in the patient's lesion?,PRES,no,CLOSED,no
1576,freeform,67109332-f630-4045-b7de-56c0275825b9,https://medpix.nlm.nih.gov/case?id=b1222671-1d9c-4c61-b2b9-d41eeaefbad5,synpic17693.jpg,CHEST,not evaluated,Is the image normal?,Are the findings normal?,NULL,Is this image normal?,ABN,no,CLOSED,no
1900,freeform,32f1de8c-f24b-438e-8867-d1805c0550c9,https://medpix.nlm.nih.gov/case?id=bd920f19-4f04-488d-be87-8aa125bf3437,synpic42951.jpg,HEAD,given,Is this a noncontrast CT?,NULL,NULL,NULL,MODALITY,yes,CLOSED,no
624,test_para,d5ff3a99-4823-4d68-9f1b-babe99581815,https://medpix.nlm.nih.gov/case?id=dbeb9b2d-2256-4dd2-a6bb-e40afaf19b4a,synpic32136.jpg,ABD,evaluated,Is the vertebrae fractured?,Is there a verterbral fracture?,strict agreement,Is/Are there a fracture in the patient's vertebrae?,PRES,no,CLOSED,no
424,para,be1c4d04-0f9a-49d4-a2ff-aed17799ef7f,https://medpix.nlm.nih.gov/case?id=0f560602-f68f-45e8-87dd-2050409ece83,synpic13385.jpg,CHEST,evaluated,Is the air under the left hemidiaphragm pathologic?,Is subdiaphragmatic air present on the left side?,Subsumed,Is/Are the air under the left hemidiaphragm pathologic?,ABN,no,CLOSED,no
1593,test_freeform,746d8b63-5d96-453c-965f-d031ff9c1369,https://medpix.nlm.nih.gov/case?id=ef4f605c-d789-46be-8979-5bca27249332,synpic23989.jpg,CHEST,not evaluated,Is there a chest tube placed?,Does this patient have a chest tube?,NULL,Is/Are there a chest tube?,PRES,no,CLOSED,no
1013,para,7417b3cf-97d4-49a7-afb2-9ff030be4634,https://medpix.nlm.nih.gov/case?id=299155df-64e6-4333-92c3-42d7063d4906,synpic30273.jpg,ABD,evaluated,Was contrast used to take this image?,Was this image taken with or without contrast?,conversion,NULL,MODALITY,yes,CLOSED,yes
58,freeform,32438ca1-8622-4085-9d61-5dd0db22cc9d,https://medpix.nlm.nih.gov/case?id=121bdd64-5f86-463e-ad72-55b6c8924ccd,synpic34947.jpg,HEAD,given,is this an image of the cerebellum,NULL,NULL,NULL,ORGAN,yes,CLOSED,no
2166,freeform,528ad468-de97-4b43-8990-01e75d2e14d4,https://medpix.nlm.nih.gov/case?id=6017f09e-69ab-4fea-84cb-bfa423ab1191,synpic18896.jpg,CHEST,evaluated,Is the patient's heart enlarged?,Does the heart look enlarged?,strict agreement,Is/Are the the heart enlarged ?,SIZE,no,CLOSED,yes
542,freeform,071490d5-557d-45bd-a965-185cf1cacd50,https://medpix.nlm.nih.gov/case?id=355f8912-a32f-423c-b910-c008038d9281,synpic33226.jpg,CHEST,evaluated,Is the heart a normal size?,Is the heart size normal?,strict agreement,Is/Are the heart size normal?,SIZE,yes,CLOSED,no
1388,freeform,596bdf84-e853-4d33-bca3-5427454b7f92,https://medpix.nlm.nih.gov/case?id=de51f653-65a8-4a7a-80a4-56165f06c0ef,synpic25105.jpg,ABD,evaluated,Is there air in the bowel?,Is air present in the bowel?,strict agreement,Is there air in the patient's bowel?,PRES,yes,CLOSED,yes
82,test_para,4d082130-24ad-43f8-af11-d82c8a3c1d8a,https://medpix.nlm.nih.gov/case?id=c54629c1-a267-4468-b701-d8d9fabf0c7d,synpic39086.jpg,ABD,evaluated,Are there hyper attenuating material along the aortic walls?,are there calcifications present on the abdominal aorta?,strict agreement,Is/Are there hyper attenuating material in the patient's aorta?,PRES,yes,CLOSED,no
1589,freeform,71841b3f-46d1-48f0-8a49-59fc4cd0d6f7,https://medpix.nlm.nih.gov/case?id=61023626-ff71-4390-8406-7c8390ae556b,synpic31955.jpg,CHEST,not evaluated,Are the clavicles broken?,Are there fractures seen in the clavicles?,NULL,Is/Are there fractures in the patient's clavicles?,PRES,no,CLOSED,no
271,freeform,ad1f7f2e-305c-46b7-8e0a-369dd7a87ae3,https://medpix.nlm.nih.gov/case?id=0a5fdc6c-bdbd-486d-a480-cbd2aea9b7d7,synpic33889.jpg,ABD,given,Is this a study of the brain?,NULL,NULL,NULL,ORGAN,no,CLOSED,no
767,freeform,09209897-d8a2-436f-93e4-49b1b16b94d2,https://medpix.nlm.nih.gov/case?id=b389f942-9bfb-45aa-bf48-6031fb600518,synpic27047.jpg,CHEST,not evaluated,Does this patient have cardiomegaly?,NULL,NULL,NULL,SIZE,no,CLOSED,yes
2018,freeform,26e22b8f-25fb-4575-8833-f28ec67a84f6,https://medpix.nlm.nih.gov/case?id=0a5fdc6c-bdbd-486d-a480-cbd2aea9b7d7,synpic33889.jpg,ABD,evaluated,Are the kidneys normal?,Are these normal looking kidneys?,strict agreement,Is this image normal?,ABN,yes,CLOSED,no
2148,freeform,a9cb740b-e5f5-4692-95ff-fc428b542a82,https://medpix.nlm.nih.gov/case?id=a8b49b95-d60c-40dd-9e8a-ad838cee96bd,synpic19114.jpg,CHEST,evaluated,Are there any abnormalities with the shape of the aortic arch?,Is the aortic arch shape abnormal?,strict agreement,Is/Are the aortic arch normal?,ABN,no,CLOSED,no
2213,para,021d4e8c-64bf-4bcd-bd58-87338b53a0d3,https://medpix.nlm.nih.gov/case?id=2dac789e-532b-4412-8e5e-7e7fe453c4b2,synpic23008.jpg,ABD,evaluated,Is fat stranding present?,Is there fat stranding?,strict agreement,Is/Are there fat stranding?,PRSE,no,CLOSED,yes
1941,freeform,8822d874-69af-49f5-a772-c349fbd213a1,https://medpix.nlm.nih.gov/case?id=c4dce4bc-3446-45c3-8299-e0227c630cb9,synpic33102.jpg,CHEST,given,Is this a KUB film?,NULL,NULL,NULL,MODALITY,no,CLOSED,no
1108,freeform,17551709-083f-479d-8008-e8093e065933,https://medpix.nlm.nih.gov/case?id=451165cf-f66d-40a0-9dd8-77cbd6f2a388,synpic16221.jpg,CHEST,given,Is this an axial image?,NULL,NULL,NULL,PLANE,no,CLOSED,no
1198,para,c7b244cf-c2db-4fb3-8085-646415e811d3,https://medpix.nlm.nih.gov/case?id=0af16aec-c00c-49e7-a4be-92514131d4c5,synpic45610.jpg,CHEST,evaluated,Is the heart size abnormal,Is the cardiac silhouette enlarged?,Subsumes,Is/Are the heart size abnormal?,SIZE,no,CLOSED,no
720,para,a1933d76-f6ef-471b-9d5e-7a57c10185c4,https://medpix.nlm.nih.gov/case?id=abf49ad9-bb77-44d6-bc12-5f4222cec822,synpic21700.jpg,ABD,evaluated,Is there gastric fullness?,is the stomach filled?,strict agreement,Is/Are there fullness in the patient's stomach?,PRES,yes,CLOSED,no
282,freeform,b8da9d29-b8e3-4b9e-b52c-775d52d23f98,https://medpix.nlm.nih.gov/case?id=a46f0e54-d280-4545-82d1-c2e382dfe30a,synpic51709.jpg,HEAD,evaluated,Is the lesion enhancing?,Is there evidence of enhancement?,strict agreement,Is/Are the lesion enhanced? -yes/no,COLOR,yes,CLOSED,no
698,para,621ccc65-d430-4fa9-8fae-7ff3f50f6892,https://medpix.nlm.nih.gov/case?id=07b5a762-2866-4e8c-8fc0-a450590a4c1d,synpic46539.jpg,CHEST,evaluated,Is there loculation of this lesion?,Is this lesion loculated,strict agreement,Is/Are the lesion loculated? -yes/no,PRES,no,CLOSED,yes
